Source,Organization,Job Title,Location,Posted,Applicants Hired,Seniority Level,Employment Type,Job Function,Industry
https://br.linkedin.com/jobs/view/software-engineer-outlook-at-microsoft-2482243776?refId=79bccdc2-399b-445b-9a8f-c7d497110185&trackingId=vXhmMbCvY9FxjxrswoBngw%3D%3D&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Microsoft,Software Engineer - Outlook,São Paulo. SP,Há 5 dias,25+ Applicants,Não aplicável,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/software-engineer-at-nubank-2352262920?refId=79bccdc2-399b-445b-9a8f-c7d497110185&trackingId=Dq5UmFt51vm5RtH2DcNzxQ%3D%3D&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
https://br.linkedin.com/jobs/view/software-engineer-outlook-at-microsoft-2486221332?refId=79bccdc2-399b-445b-9a8f-c7d497110185&trackingId=KMKPweRwfdAlGygqLv0pyw%3D%3D&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
https://br.linkedin.com/jobs/view/remote-c%2B%2B-3d-developer-at-scopic-software-2476886851?refId=79bccdc2-399b-445b-9a8f-c7d497110185&trackingId=CLzFTLw5C3UOOKhM3a0HEQ%3D%3D&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
https://br.linkedin.com/jobs/view/software-developer-at-pegasystems-2409470975?refId=79bccdc2-399b-445b-9a8f-c7d497110185&trackingId=8XmkeLo0f9uyjQaQOYSP%2BA%3D%3D&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
https://br.linkedin.com/jobs/view/software-engineer-at-microsoft-2486215332?refId=79bccdc2-399b-445b-9a8f-c7d497110185&trackingId=76iSNiRn84IXeLE%2BABOHaQ%3D%3D&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
https://br.linkedin.com/jobs/view/software-engineer-at-microsoft-2486217930?refId=79bccdc2-399b-445b-9a8f-c7d497110185&trackingId=4mgVLts5YuFuS6AcbYakFA%3D%3D&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
https://br.linkedin.com/jobs/view/c%2B%2B-developer-at-amdocs-ltd-2499486971?refId=79bccdc2-399b-445b-9a8f-c7d497110185&trackingId=2bzJOM2dZRiT8hfWGIbURg%3D%3D&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
https://br.linkedin.com/jobs/view/c%2B%2B-developer-at-amdocs-2495618707?refId=79bccdc2-399b-445b-9a8f-c7d497110185&trackingId=0bavIUxKDytD2UejKEObcw%3D%3D&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
https://br.linkedin.com/jobs/view/software-developer-at-ericsson-2463286660?refId=79bccdc2-399b-445b-9a8f-c7d497110185&trackingId=d2v%2B8txjgZZu1kRbzdNwVw%3D%3D&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
